"Modelo","ID do modelo","Tipo de documento","Titular","Usadas","Publicado","Compartilhados"
"TFR 2024 - Vídeo Institucional Personalizável","EAGrySJ2rfk","Vídeo para dispositivos móveis","Maple Bear | Comunicação",0,0,0
"Posts Instagram 1080 x 1350","EAGrySHEEhc",,"Maple Bear | Comunicação",0,0,0
"Stories - 1080 x 1920","EAGrySF2giI",,"Maple Bear | Comunicação",0,0,0
"Stories - 1080 x 1920","EAGrySBrH30","Story","Maple Bear | Comunicação",0,0,0
"Carrossel_01 - FEED","EAGrySBIS7w",,"Maple Bear | Comunicação",0,0,0
"Stories - 1080 x 1920","EAGryS9r6Yg","Story","Maple Bear | Comunicação",0,0,0
"Peças_Estáticas - STORY","EAGryS6cQsM","Story","Maple Bear | Comunicação",0,0,0
"Régua de Aquecimento - 1080 x 1080","EAGryS6AxJ4","Post para Instagram","Maple Bear | Comunicação",0,1,0
"FEED_Arraial_Maple_Bear_Edit","EAGryS5xhSA","Post para Instagram (4:5)","Maple Bear | Comunicação",0,0,0
"FEED_Carrossel_04_New_Brunswick","EAGryS5InWA","1080 x 1350 px","Maple Bear | Comunicação",0,0,0
"Instagram - Stories Carrossel 03","EAGryS2l8GQ","Story","Maple Bear | Comunicação",0,0,0
"FEED_Carrossel_01","EAGryS2L3MA","1080 x 1350 px","Maple Bear | Comunicação",0,0,0
"Moldura Stories","EAGryS1GoG4",,"Maple Bear | Comunicação",0,0,0
"Como a Toddle pode fortalecer a parceria entre escola e família","EAGryRzfShY",,"Maple Bear | Comunicação",0,0,0
"15 - Dia Internacional das Famílias","EAGryRyoPuU","Post para Instagram (4:5)","Maple Bear | Comunicação",0,0,1
"Stories Instagram - 1080 x 1920","EAGryRyWobs","Story","Maple Bear | Comunicação",0,0,0
"ABRIL","EAGryRxjA40","1080 x 1350 px","Maple Bear | Comunicação",0,0,0
"Cópia de PAPEL TIMBRADO","EAGryRxQJZ4","Documento (A4)","Maple Bear | Comunicação",0,7,2
"Performance - Estáticas","EAGryRwFuS0","Anúncio para feed","Maple Bear | Comunicação",0,0,0
"SLM+ 3X - Contagem Regressiva - 1080 x 1080px","EAGryRvka5k","Post para Instagram","Maple Bear | Comunicação",0,0,0
"Contrato de Aluguel.docx","EAGryRvT3HI","Doc","Maple Bear | Comunicação",0,0,0
"Livreto Brinde - 10 x 10cm","EAGryRtcNjs",,"Maple Bear | Comunicação",0,0,0
"Comunicado Famílias","EAGryRru82U","Documento (A4)","Maple Bear | Comunicação",0,0,0
"Feed - Estáticas","EAGryRqoPDg","1080 x 1350 px","Maple Bear | Comunicação",0,2,0
"Régua de Relacionamento - 1080 x 1350","EAGryRphlsc","1080 x 1350 px","Maple Bear | Comunicação",0,0,0
"STORY_MB_Dia_das_Crianças_Doações","EAGryRpbB5c","Story","Maple Bear | Comunicação",0,0,0
"Como planejar sua colonia de ferias.docx","EAGryRpNgaU","Doc","Maple Bear | Comunicação",0,0,0
"EM ALTERAÇÃO - Assinatura de Email","EAGryRnrvHI",,"Maple Bear | Comunicação",0,0,0
"Papel Timbrado A4","EAGryRmW1Jk","Documento (A4)","Maple Bear | Comunicação",0,0,0
"Régua de Follow Up - 1080 x 1350px","EAGryRkFLkE",,"Maple Bear | Comunicação",0,0,0
"Ficha Anamnese A4","EAGryRgcwwQ","Documento (A4)","Maple Bear | Comunicação",0,0,0
"600x400px_Headers_emkt","EAGryRfN9qs",,"Maple Bear | Comunicação",0,0,0
"Banner Menor - 80 x 120cm","EAGryRevNhs",,"Maple Bear | Comunicação",0,0,0
"Stories - Carrossel 01","EAGryRekd3g","Story","Maple Bear | Comunicação",0,0,0
"Instagram - Stories 04","EAGryRdvnM4","Story","Maple Bear | Comunicação",0,0,0
"Polos e Datas de Gravação","EAGryRcA-pw","1080 x 1350 px","Maple Bear | Comunicação",0,0,0
"FEED 1080_Carrossel_01","EAGryRbL6vc",,"Maple Bear | Comunicação",0,0,0
"Halloween Solidário - Stories - KV","EAGryRaMiXc","Story","Maple Bear | Comunicação",0,0,0
"DIA DA ESCOLA","EAGryRYaaa8","Post para Instagram","Maple Bear | Comunicação",0,0,0
"Colouring Book A4","EAGryRY6AE4",,"Maple Bear | Comunicação",0,4,0
"11 - Dia Internacional das Mulheres e Meninas na Ciência - STORY","EAGryRWneGM","Story","Maple Bear | Comunicação",0,0,0
"Calendário Escolar 2024","EAGryRU8Ets","Documento (A4)","Maple Bear | Comunicação",0,4,0
"Condição Especial - Stories - 1080 x 1920px","EAGryRU5e7k","Story","Maple Bear | Comunicação",0,0,0
"Performance - Agosto","EAGryRTTtF4","Story","Maple Bear | Comunicação",0,0,0
"Depoimento - Sophia ","EAGryRSLX5I","Vídeo para dispositivos móveis","Maple Bear | Comunicação",0,0,0
"1080x1080 - Novembro","EAGryRPNf9M",,"Maple Bear | Comunicação",0,0,0
"Manual Gestão de Ponto.docx","EAGryRLZFf8","Doc","Maple Bear | Comunicação",0,0,0
"TFR - Mídia Off - 1344 x 576px","EAGryRHtc-8",,"Maple Bear | Comunicação",0,0,0
"Performance - Carrossel 1","EAGryRGo4Q0","Anúncio para feed","Maple Bear | Comunicação",0,0,0
"Cards ECE - A5","EAGryRGVOdI",,"Maple Bear | Comunicação",0,0,0
"Moldura Post - 1080 x 1350 px","EAGryRFAMvI",,"Maple Bear | Comunicação",0,0,0
"Feed - Carrossel 2","EAGryRDczsQ","1080 x 1350 px","Maple Bear | Comunicação",0,0,0
"11 - Dia das Mães","EAGryR9FvKs","Post para Instagram (4:5)","Maple Bear | Comunicação",0,0,0
"Linha de crédito para Investimentos.pdf","EAGryR6WHCE","Catálogo","Maple Bear | Comunicação",0,0,0
"11 - Dia Internacional das Mulheres e Meninas na Ciência - REELS","EAGryR65VFs","Story","Maple Bear | Comunicação",0,0,0
"Performance - Junho","EAGryR5vWm0","Post para Instagram","Maple Bear | Comunicação",0,0,0
"Cópia de Layout Apresentação - 1920 x 1080 px","EAGryR5LeLg","Apresentação","Maple Bear | Comunicação",0,0,0
"12 - Condição Especial - Dezembro","EAGryR4KqgA","Post para Instagram","Maple Bear | Comunicação",0,0,0
"Posts - 1080 x 1080","EAGryR3j0HE","Post para Instagram","Maple Bear | Comunicação",0,0,0
"Feed - Carrossel 1","EAGryR3XTd4",,"Maple Bear | Comunicação",0,0,0
"Carrossel Editável - 1080 x 1350","EAGryR2tTa4","1080 x 1350 px","Maple Bear | Comunicação",0,0,0
"Cards - Emotions - A6","EAGryR1k4Ws",,"Maple Bear | Comunicação",0,0,0
"06. Junho - Feed","EAGryR0njEE","Post para Instagram","Maple Bear | Comunicação",0,0,0
"CheckList Matricula.docx","EAGryR-EXpQ","Doc","Maple Bear | Comunicação",0,0,0
"Legenda Lançamento","EAGryQxmKXY","Doc","Maple Bear | Comunicação",0,0,0
"Pasta L - Faca","EAGryQwZ7KE",,"Maple Bear | Comunicação",0,0,0
"Stories - 1080 x 1920","EAGryQvqwbw","Story","Maple Bear | Comunicação",0,0,0
"Cópia de STORY_Carrossel_02_Toronto","EAGryQuC_Rg","Story","Maple Bear | Comunicação",0,0,0
"Agenda High School Summit","EAGryQtJ7n4","1080 x 1350 px","Maple Bear | Comunicação",0,0,0
"Instagram - Stories Carrossel 02","EAGryQr0RJY","Story","Maple Bear | Comunicação",0,0,0
"Régua de Follow Up","EAGryQqR2WI","Anúncio para feed","Maple Bear | Comunicação",0,0,0
"Moldura Feed - 1080x1080px","EAGryQpXK_0","Post para Instagram","Maple Bear | Comunicação",0,0,0
"Layout Apresentação - 1920 x 1080 px","EAGryQoo0U8","Apresentação","Maple Bear | Comunicação",0,3,1
"MAPLE BEAR SUMMER CAMP 2024 (1).pptx","EAGryQnzGQw","Apresentação","Maple Bear | Comunicação",0,0,0
"Feed - Carrossel 01","EAGryQm5ENU",,"Maple Bear | Comunicação",0,0,0
"Agenda Escolar","EAGryQlwweg",,"Maple Bear | Comunicação",0,0,0
"Stories - Estáticas","EAGryQjOpHk","Story","Maple Bear | Comunicação",0,0,0
"Elemidia 15’’ - Legendado Editável","EAGryQhy57E","Vídeo","Maple Bear | Comunicação",0,0,0
"Feed - Carrossel 02","EAGryQeOuCg","1080 x 1350 px","Maple Bear | Comunicação",0,0,0
"Régua de Follow Up - 1080 x 1920 px","EAGryQcc_UI","Story","Maple Bear | Comunicação",0,0,0
"Banner Maior - 120 x 180cm","EAGryQ_QzLA",,"Maple Bear | Comunicação",0,0,0
"Cópia de Onboarding Marketing Maple Bear ","EAGryQ_-_ds","Apresentação","Maple Bear | Comunicação",0,0,0
"Como se inscrever?","EAGryQYIoi0","1080 x 1350 px","Maple Bear | Comunicação",0,0,0
"Livreto Brinde - 10 x 10cm","EAGryQXlYh4",,"Maple Bear | Comunicação",0,0,0
"01 - Condição Especial - Janeiro","EAGryQTz8GI","Post para Instagram","Maple Bear | Comunicação",0,0,0
"Posts - 1080 x 1080","EAGryQSH0UI",,"Maple Bear | Comunicação",0,0,0
"Banner Menor - 80 x 120cm","EAGryQQjWFI",,"Maple Bear | Comunicação",0,0,0
"Régua de Aquecimento - 1080 x 1350 px","EAGryQQGkZU",,"Maple Bear | Comunicação",0,0,0
"Ficha","EAGryQMqATo",,"Paula Kopczynski",0,0,0
"Cópia de PAPEL TIMBRADO","EAGryQMjd0s","Documento (A4)","Maple Bear | Comunicação",0,0,0
"Feed Editável - 1080 x 1350","EAGryQKoXjo","1080 x 1350 px","Maple Bear | Comunicação",0,0,0
"FEED 1080_Carrossel_06_Londres","EAGryQKCM30",,"Maple Bear | Comunicação",0,0,0
"Régua de Aquecimento - 1080 x 1080","EAGryQGZDgk","Post para Instagram","Maple Bear | Comunicação",0,0,0
"CAPA - Depoimento Summer Camp 2025 - Bruna ","EAGryQGS3oQ","Story","Maple Bear | Comunicação",0,0,0
"Instagram - Stories 04","EAGryQExDUg","Story","Maple Bear | Comunicação",0,0,0
"Banner Maior - 120 x 180cm","EAGryQD8jPM",,"Maple Bear | Comunicação",0,0,0
"STORY_Carrossel_01","EAGryQ8Mp7o","Story","Maple Bear | Comunicação",0,0,0
"TERMO DE CONFIDENCIALIDADE Modelo simples.pdf","EAGryQ8I9NQ","Catálogo","Maple Bear | Comunicação",0,0,0
"03 - Condição Especial - Março - Abril - Maio - Junho","EAGryQ7i5hQ","Post para Instagram","Maple Bear | Comunicação",0,0,0
"Instagram - Stories 03","EAGryQ7fD80","Story","Maple Bear | Comunicação",0,0,0
"04 - ABRIL","EAGryQ6y6KA",,"Maple Bear | Comunicação",0,0,0
"Ficha cadastral do aluno","EAGryQ6jpmU","Documento (A4)","Maple Bear | Comunicação",0,0,0
"Lançamento do Casting","EAGryQ5Gfas",,"Maple Bear | Comunicação",0,0,0
"Estáticas - Feed","EAGryQ4dBV4",,"Maple Bear | Comunicação",0,0,0
"Atividades ECE - A4","EAGryQ4GGxY","A4 (horizontal)","Maple Bear | Comunicação",0,0,0
"Maple Bear Petrolina - Do 0 aos 268 alunos ","EAGryQ3w74U",,"Maple Bear | Comunicação",0,0,0
"After school .pdf","EAGryQ2RO3M","Catálogo","Maple Bear | Comunicação",0,0,0
"QA e Testes Institucionais - o Trabalho com Dados nas Escolas MB","EAGryQ1jxeA",,"Maple Bear | Comunicação",0,0,0
"Carrossel - Feed","EAGryQ14TGc",,"Maple Bear | Comunicação",0,0,0
"Livreto ECE - A5","EAGryQ0jpbc","A5","Maple Bear | Comunicação",0,0,0
"01 - Canada Day","EAGr2o10-1k","Post para Instagram (4:5)","Maple Bear | Comunicação",0,0,0
"Modelo excluído","DAGqKuMeGR8",,,,,
"Modelo excluído","DAGqKr09NAs",,,,,
"Modelo excluído","DAGYalQm3Ek",,,,,
"Modelo excluído","DAGRIDVYdF0",,,,,
"Modelo excluído","DAGMV2oIaEw",,,,,
"Modelo excluído","DAGJDFhVYWY",,,,,
"Modelo excluído","DAGHHwDFpq8",,,,,
"Modelo excluído","DAGFS97U_os",,,,,
"Modelo excluído","DAFwVdNfApQ",,,,,
