"Modelo","ID do modelo","Tipo de documento","Titular","Usadas","Publicado","Compartilhados"
"Maple Bear - Apresentação Comercial 2026","EAG2_eO0kTM","Apresentação","Maple Bear | Comunicação",153,154,48
"Guia do Consultor 2025 ","EAGryS7lIGo","A4","Maple Bear | Comunicação",59,10,0
"10 - SLM+ Outubro - Contagem","EAG2bEDvtj8",,"Maple Bear | Comunicação",41,46,2
"31. Happy Halloween","EAG0AjzZFwk","Post para Instagram (4:5)","Maple Bear | Comunicação",31,71,11
"Opção de texto para whatsapp","EAG1rgNBiX4","Post para Instagram (4:5)","Maple Bear | Comunicação",29,9,0
"12. Dia dos diretores","EAG3YpKLc3k","Post para Instagram (4:5)","Maple Bear | Comunicação",27,31,2
"Fundos para Reunião","EAGryfmAd_Q",,"Maple Bear | Comunicação",25,14,1
"Layout Apresentação - 1920 x 1080 px","EAGrycSi1ZA","Apresentação","Maple Bear | Comunicação",25,103,10
"Calendário Escolar 2026","EAGxReePPRQ","Panfleto (A4)","Maple Bear | Comunicação",24,16,5
"01 - Sobre a Pesquisa - 1350x1080 px","EAG1rWg0pQM","Post para Instagram (4:5)","Maple Bear | Comunicação",22,19,0
"Planejamento Estratégico Novembro","EAG3yJp7P2M","Planilha","Maple Bear | Comunicação",20,5,0
"02 - Lançamento - 1350x1080 px","EAG1rek83jw","Post para Instagram (4:5)","Maple Bear | Comunicação",20,16,0
"02 - Lançamento - 1920x1080 px","EAG1rcEWm90",,"Maple Bear | Comunicação",20,21,0
"04 - Fortaleça - 1350x1080 px","EAG1raNmakM","Post para Instagram (4:5)","Maple Bear | Comunicação",20,17,1
"Simpósio 2026 - Mídia Kit","EAG19qn42ck","Apresentação","Maple Bear | Comunicação",20,36,5
"05 - Últimos dias - 1350x1080 px","EAG1rWPpeSs","Post para Instagram (4:5)","Maple Bear | Comunicação",19,13,0
"Stories - Estáticas","EAG1TFpeaSo","Story","Maple Bear | Comunicação",18,14,0
"03 - Participe - 1350x1080 px","EAG1rUu2mZs","Post para Instagram (4:5)","Maple Bear | Comunicação",17,13,0
"Régua de Aquecimento","EAG1TEyQExo","Post para Instagram","Maple Bear | Comunicação",17,20,2
"STORY_Matrícula e Rematrícula 25-26","EAG2_z0EgXQ",,"Maple Bear | Comunicação",16,10,0
"Edital Maple Voices 25.pdf","EAGz6IrDgtg","A4","Maple Bear | Comunicação",15,11,0
"Condições SLM+ Editável","EAGz1PTbSBc","Post para Instagram (4:5)","Maple Bear | Comunicação",15,29,0
"Natal","EAGrySkWi-8",,"Maple Bear | Comunicação",15,11,1
"Matrícula","EAGryQO3RoU","Modo Foto do TikTok quadrado","Maple Bear | Comunicação",15,84,1
"11 - SLM+ Novembro - Parcelamento Prorrogado","EAG3xC3aSEc",,"Maple Bear | Comunicação",15,13,0
"20. Dia da Consciência Negra","EAG3Y29DCdM","Post para Instagram (4:5)","Maple Bear | Comunicação",15,16,3
"11 - SLM+ Novembro ","EAG2pQSbd5o","Post para Instagram (4:5)","Maple Bear | Comunicação",15,18,2
"Papel Timbrado - A4","EAGryfKVL10","Documento (A4)","Maple Bear | Comunicação",14,33,0
"Feed - Estáticas","EAG1TDIVCHY","1080 x 1350 px","Maple Bear | Comunicação",14,13,0
"Book Muito Além do Bilíngue 2025","EAGryQzYOe8","A4 (horizontal)","Maple Bear | Comunicação",13,33,2
"Vídeo 12.11","EAG3yGup1Kc","Vídeo","Maple Bear | Comunicação",13,10,2
"04 - Fortaleça - 1920x1080 px","EAG1rX0Kt8k",,"Maple Bear | Comunicação",13,13,0
"01 - Sobre a Pesquisa - 1920x1080 px","EAG1rUK-45A",,"Maple Bear | Comunicação",13,11,0
"01 - Outdoors - ECE","EAGryelvCrc",,"Maple Bear | Comunicação",12,17,1
"Layout Apresentação - 1920 x 1080 px","EAGryUcxHrw","Apresentação","Maple Bear | Comunicação",12,41,6
"Divulgação de Vagas 2024","EAGryT6ljHY","1080 x 1350 px","Maple Bear | Comunicação",12,23,5
"05 - Últimos dias - 1920x1080 px","EAG1rc-dqJ8",,"Maple Bear | Comunicação",12,11,0
"10. Outubro - Stories","EAG0AceFvdA","Story","Maple Bear | Comunicação",12,3,0
"Régua de Aquecimento","EAGysCN9YJI","Post para Instagram","Maple Bear | Comunicação",11,15,1
"10 - SLM+ Outubro - Condições","EAGyftrh8wI","Post para Instagram (4:5)","Maple Bear | Comunicação",11,18,3
"Antecipe a Compra SLM+","EAGuvUT4AYI","Post para Instagram (4:5)","Maple Bear | Comunicação",11,9,0
"Chinook_Kimono","EAGryYxLXM4",,"Maple Bear | Comunicação",11,22,4
"Atividades ECE - A4","EAGryTM3nXE","A4 (horizontal)","Maple Bear | Comunicação",11,13,4
"11 - SLM+ Novembro - Parcelamento Prorrogado","EAG4hJYRdyo",,"Maple Bear | Comunicação",11,12,1
"Vídeo ","EAG3YzTN6Bs","Vídeo para dispositivos móveis","Maple Bear | Comunicação",11,10,1
"Recomendações Sobre Dispositivos Digitais","EAG2umfMOJc","A5","Maple Bear | Comunicação",11,8,1
"Xadrez","EAGryW2Zku0","Post para Instagram","Maple Bear | Comunicação",10,8,0
"Cards ECE - A5","EAGryRGVOdI",,"Maple Bear | Comunicação",10,9,3
"Vídeo - 21.11","EAG3yIYE7Ak","Vídeo para dispositivos móveis","Maple Bear | Comunicação",10,10,1
"13. Dia mundial da gentileza ","EAG3Y7JUy_w","Post para Instagram (4:5)","Maple Bear | Comunicação",10,9,3
"FEED_Matrícula e Rematrícula 25-26","EAG2_80fSI4","Post para Instagram (4:5)","Maple Bear | Comunicação",10,11,0
"03 - Participe - 1920x1080 px","EAG1re9Da8s",,"Maple Bear | Comunicação",10,15,0
"13. Thanksgiving","EAG0f0hmSf8","Post para Instagram (4:5)","Maple Bear | Comunicação",10,22,0
"Planejamento Outubro","EAG0AJKQhkk","Planilha","Maple Bear | Comunicação",10,0,0
"Feed - Estáticas","EAGysBGkp6w","1080 x 1350 px","Maple Bear | Comunicação",9,9,0
"Bear Games - Feed","EAGryb36IAA","Post para Instagram (4:5)","Maple Bear | Comunicação",9,7,2
"15. Proclamação da República","EAG3Y51_wQo","Post para Instagram (4:5)","Maple Bear | Comunicação",9,9,2
"600x400px_RODAPÉ_RÉGUA_EMAIL_Matrícula e Rematrícula 25-26","EAG3AsQO4Do",,"Maple Bear | Comunicação",9,2,1
"Feed_Carrossel_Araxá_Editável","EAG1ZaIulGE","Post para Instagram (4:5)","Maple Bear | Comunicação",9,6,0
"Feed - Around the World","EAGuGq1PEPs","Post para Instagram (4:5)","Maple Bear | Comunicação",8,29,2
"Bear Games - Email Marketing","EAGryfFnvcI",,"Maple Bear | Comunicação",8,18,1
"Folhas-Atividade ELE","EAGryYeJ7Ks","A5","Maple Bear | Comunicação",8,10,2
"Folders","EAGryXgah4c",,"Maple Bear | Comunicação",8,1,2
"Capa - 12.11","EAG3xu-zDaU","Story","Maple Bear | Comunicação",8,7,0
"Post - 06.11","EAG3xjLBEYk","Post para Instagram (4:5)","Maple Bear | Comunicação",8,7,1
"Post 03.11","EAG3vM44SO8","Post para Instagram (4:5)","Maple Bear | Comunicação",8,6,0
"11. Novembro - Reels Infantil","EAG3YzEdwFA","Story","Maple Bear | Comunicação",8,6,1
"1980x435px_BANNER_SITE_Matrícula e Rematrícula 25-26","EAG3AvuljFc",,"Maple Bear | Comunicação",8,6,0
"11 - SLM+ Novembro - Contagem","EAG2uEMVWOk","Post para Instagram (4:5)","Maple Bear | Comunicação",8,5,0
"10. Outubro - Feed","EAG0AbA1yyw","Post para Instagram","Maple Bear | Comunicação",8,0,2
"Feed - Editáveis","EAGs3ONcdTQ","Post para Instagram (4:5)","Maple Bear | Comunicação",7,39,5
"Feed -  Formatura SK","EAGryWIGXpo","1080 x 1350 px","Maple Bear | Comunicação",7,44,2
"Crachá Maple Bear - 10 x 15cm","EAGryVDtFWA",,"Maple Bear | Comunicação",7,47,4
"Cópia de Layout Apresentação - 1920 x 1080 px","EAGryU3saVQ","Apresentação","Maple Bear | Comunicação",7,72,5
"Bandeira_BrasilCanada","EAGryS9fOgA",,"Maple Bear | Comunicação",7,34,2
"Modelo excluído","EAG3Aj-zd9g",,,,,
"Divulgação de Vagas 2025","EAG2EfwuKmI","1080 x 1350 px","Maple Bear | Comunicação",7,6,0
"Post - 09.10","EAG1Zu7GDjg","Post para Instagram (4:5)","Maple Bear | Comunicação",7,4,0
"Maple Pathways 2026 - Orientações .pdf","EAG1Hl7UZZ8","A4","Maple Bear | Comunicação",7,8,1
"Moldura Stories","EAGysJGhuW4","Story","Maple Bear | Comunicação",6,3,1
"Stories - Carrossel 1","EAGysGj4j9c","Story","Maple Bear | Comunicação",6,16,0
"Story - Editáveis","EAGvxawjaI0",,"Maple Bear | Comunicação",6,35,2
"Maple Bear - Coordinator Planner","EAGryegd1Bo","Caderno espiral","Maple Bear | Comunicação",6,16,1
"Capa de Linkedin","EAGrydyAUZs",,"Maple Bear | Comunicação",6,7,0
"Assinatura de Email","EAGrydDV63I",,"Maple Bear | Comunicação",6,21,6
"Happy Birthday","EAGrycXZv6M",,"Maple Bear | Comunicação",6,51,1
"Feed - Atributos","EAGrybqXKBE","Post para Instagram (4:5)","Maple Bear | Comunicação",6,15,0
"Crachá - 105 x 148mm","EAGryb5SmD4",,"Maple Bear | Comunicação",6,8,3
"KV - Bear Games","EAGryar-Nzs",,"Maple Bear | Comunicação",6,5,0
"11- NOVEMBRO","EAGryYWCnAk","1080 x 1350 px","Maple Bear | Comunicação",6,4,2
"Mom","EAGryXeIhUU",,"Maple Bear | Comunicação",6,33,0
"Envelope A4","EAGryVCdDQk",,"Maple Bear | Comunicação",6,10,0
"Capa - 21/11","EAG3xlV9xrk","Story","Maple Bear | Comunicação",6,5,0
"05. Portifólio de Registro - ECE - Senior Kindergarten","EAG3qm-wxm0","A4 (horizontal)","Maple Bear | Comunicação",6,3,3
"Stories - Carrossel 2","EAG1TEjVAPQ","Story","Maple Bear | Comunicação",6,5,1
"Feed - Estáticas","EAG1TCNONt8",,"Maple Bear | Comunicação",6,11,0
"Capa 24.10","EAG0fugY-Us","Story","Maple Bear | Comunicação",6,4,0
"Feed - Carrossel 1","EAGysCc1LyQ","1080 x 1350 px","Maple Bear | Comunicação",5,7,1
"Ficha - Anamnese Escolar 1.pdf","EAGxSKU9U1k","A4","Maple Bear | Comunicação",5,1,0
"Post - 13/08","EAGwE06RqeM","Post para Instagram (4:5)","Maple Bear | Comunicação",5,4,0
"Feed - How do we learn? Mathematics","EAGuvXFW1-A","Post para Instagram (4:5)","Maple Bear | Comunicação",5,4,0
"Feed - How do we learn? Writing","EAGupsHNWQ4","Post para Instagram (4:5)","Maple Bear | Comunicação",5,8,0
"Número de Peito - A5.pdf","EAGu2mDE-Ew","A5 (paisagem)","Maple Bear | Comunicação",5,14,3
"Colouring Book A4","EAGt0ZkoV9k",,"Maple Bear | Comunicação",5,5,0
"01 - Outdoors - ECE - Editável","EAGsAg12yGI",,"Maple Bear | Comunicação",5,3,0
"Feed - ECE","EAGs4O4N9G0","Post para Instagram (4:5)","Maple Bear | Comunicação",5,3,0
"Matrícula","EAGryf2w2G0","Modo Foto do TikTok quadrado","Maple Bear | Comunicação",5,3,0
"Feed - Matrículas","EAGryeYdJ7E","Post para Instagram (4:5)","Maple Bear | Comunicação",5,23,2
"Anúncio Revista - 21 x 28cm","EAGryde3nWg",,"Maple Bear | Comunicação",5,21,0
"Circular de Rematrícula - V1","EAGrydKr_nM","Documento (A4)","Maple Bear | Comunicação",5,54,3
"Experience Day","EAGrydIrMtA","Vídeo","Paula Kopczynski",5,1,0
"Inverno","EAGryd1Rfqg",,"Maple Bear | Comunicação",5,42,2
"Chinook Pedalando","EAGrychsg_c",,"Maple Bear | Comunicação",5,59,0
"FEED_MB_Cantata_de_Natal","EAGryb3bBh4","1080 x 1350 px","Maple Bear | Comunicação",5,1,0
"Cards ELE - A5","EAGrya8jcr0",,"Maple Bear | Comunicação",5,7,3
"Cantando","EAGryYN7AQQ",,"Maple Bear | Comunicação",5,35,1
"MB_Catalogo_AcoesFormativas_pdf","EAGryXPI7Yo",,"Maple Bear | Comunicação",5,3,0
"Chinook Terry Fox 2024","EAGryV5xLUQ","Post para Instagram","Maple Bear | Comunicação",5,2,0
"Story - Novidades","EAGryTOBTKU",,"Maple Bear | Comunicação",5,3,0
"Vídeo - 27.11","EAG3yJm-bVc","Vídeo para dispositivos móveis","Maple Bear | Comunicação",5,7,1
"Maple Bear + Britannica - Live 13/11","EAG3xIjlQ8g","Post para Instagram (4:5)","Maple Bear | Comunicação",5,8,0
"03. Portifólio de Registro - ECE - Nursery","EAG3qiab5Z4","A4 (horizontal)","Maple Bear | Comunicação",5,4,2
"01. Portifólio - ECE - Bear Care","EAG3qi25DRc","A4 (horizontal)","Maple Bear | Comunicação",5,3,3
"CAPA","EAG3Y0_yWZ4","Story","Maple Bear | Comunicação",5,4,0
"600x400px_RÉGUA_EMAIL_Matrícula e Rematrícula 25-26","EAG3RGLsvxM",,"Maple Bear | Comunicação",5,5,0
"9x3m_MB_Outdoor_TFR_25","EAG2g32BUl8",,"Maple Bear | Comunicação",5,2,0
"Post - 13.10","EAG0runXoJ4","Post para Instagram (4:5)","Maple Bear | Comunicação",5,3,0
"Vídeo 24.10","EAG0fnjUQvo",,"Maple Bear | Comunicação",5,3,0
"Post 2 - Bear Games","EAGxNXSJ-sg","Post para Instagram (4:5)","Maple Bear | Comunicação",4,2,2
"09. Setembro - Stories","EAGxMTNVUMw","Story","Maple Bear | Comunicação",4,4,0
"Feed - How do we learn? Reading","EAGupjsBQuE","Post para Instagram (4:5)","Maple Bear | Comunicação",4,35,1
"Minuta_MB_Ficha Autorização de Saída Entrada de Aluno_16072025.pdf","EAGueU9qgkw","A4","Maple Bear | Comunicação",4,3,0
"Feed - Certificação Internacional","EAGuFSG6PeA","Post para Instagram (4:5)","Maple Bear | Comunicação",4,4,0
"Story - Around the World","EAGu2qnXToM",,"Maple Bear | Comunicação",4,0,0
"Circular de Rematrícula 25/26","EAGsmYVzWtA","Livreto (210 × 297 mm)","Maple Bear | Comunicação",4,1,0
"FEED_MB_Formatura_SK","EAGryfUIgSE","1080 x 1350 px","Maple Bear | Comunicação",4,27,0
"Roteiro Reunião de Boas-Vindas.pdf","EAGryfNs9Pw","Catálogo","Maple Bear | Comunicação",4,6,0
"Fundos para Reunião","EAGryfKZpB0",,"Maple Bear | Comunicação",4,5,0
"Tutorial -  Compra de Materiais LEX ","EAGryf5Rrfc","Apresentação","Maple Bear | Comunicação",4,6,3
"Assinatura de Email","EAGryeJ-g4k",,"Maple Bear | Comunicação",4,9,0
"Brincando na areia","EAGryddM2kQ",,"Maple Bear | Comunicação",4,5,0
"Convite - Encontro Apresentação de Rematrícula","EAGrydGhe2Y","Post para Instagram","Maple Bear | Comunicação",4,8,10
"Bear Games - Stories","EAGryd6NRpg","Story","Maple Bear | Comunicação",4,4,0
"Placar","EAGrycZhedQ",,"Maple Bear | Comunicação",4,11,0
"Maple Bear Uberaba -  Baby Bear Day Camp.pdf","EAGrybVhdSw",,"Maple Bear | Comunicação",4,1,2
"Manual de Segurança - Final","EAGryaV7qX4","Documento (A4)","Maple Bear | Comunicação",4,4,2
"Cartão de Visitas - 9 x 5 cm","EAGryaS-LG8",,"Maple Bear | Comunicação",4,7,0
"Chinook com Boia","EAGryXw_zbA","Post para Instagram","Maple Bear | Comunicação",4,58,0
"Folders Campanha 2024 - High School","EAGryWWyr9g",,"Maple Bear | Comunicação",4,3,3
"03 - Outdoors - MY","EAGryVjruJg",,"Maple Bear | Comunicação",4,3,0
"Chinook Bombeiro","EAGrySyMtVU",,"Maple Bear | Comunicação",4,31,0
"Matrícula e Rematrícula - Feed","EAGrySvsHfY",,"Maple Bear | Comunicação",4,46,4
"Placas de Sinalização","EAGrySmgx94",,"Maple Bear | Comunicação",4,6,0
"Story - Rematrículas","EAGryRxe3cc",,"Maple Bear | Comunicação",4,2,0
"Futebol","EAGryRQXFAE",,"Maple Bear | Comunicação",4,32,0
"Ficha cadastral do aluno","EAGryQ6jpmU","Documento (A4)","Maple Bear | Comunicação",4,6,0
"Agenda Step Up 2027","EAG4Un6mf48","A4","Maple Bear | Comunicação",4,4,4
"02. Portifólio - ECE - Toddler","EAG3qhpHbS4","A4 (horizontal)","Maple Bear | Comunicação",4,3,1
"04. Portifólio ECE - Junior Kindergarten","EAG3qgXWtLw","A4 (horizontal)","Maple Bear | Comunicação",4,3,1
"11. Novembro - Feed","EAG3Y290S9k","Post para Instagram","Maple Bear | Comunicação",4,0,0
"Post - 06.10","EAG1Z2PfxKE","Post para Instagram (4:5)","Maple Bear | Comunicação",4,3,0
"Régua de Follow Up","EAG1TNHITBM","Post para Instagram","Maple Bear | Comunicação",4,5,0
"Feed - Carrossel 1","EAG1TH2TfLw","1080 x 1350 px","Maple Bear | Comunicação",4,15,0
"Stories - Carrossel 1","EAG1TCDZ-KI","Story","Maple Bear | Comunicação",4,2,0
"Capa 17.10","EAG0fk4TWr4","Story","Maple Bear | Comunicação",4,3,0
"Carta Modelo Direção.pptx","EAGzcxuReOQ",,"Maple Bear | Comunicação",3,2,0
"Feed - Carrossel 1","EAGysP62cXA",,"Maple Bear | Comunicação",3,2,0
"Régua de Follow Up","EAGysMCJuUc","Post para Instagram","Maple Bear | Comunicação",3,3,0
"Informações importantes para uma rematrícula de sucesso","EAGxTMruF2I","Documento (A4)","Maple Bear | Comunicação",3,0,0
"08 - SLM+ Agosto - Condições","EAGwKddnBpI","Post para Instagram (4:5)","Maple Bear | Comunicação",3,0,0
"Post - 14/08","EAGwE2gxG7w","Post para Instagram (4:5)","Maple Bear | Comunicação",3,33,0
"Vídeo 12.08","EAGuvbg6Y-k","Vídeo para dispositivos móveis","Maple Bear | Comunicação",3,9,1
"Feed - Methodology","EAGucxfCx4Q","Post para Instagram (4:5)","Maple Bear | Comunicação",3,3,0
"Story - How do we learn? Mathematics","EAGu2ktUQqU",,"Maple Bear | Comunicação",3,1,0
"Recesso escolar ","EAGtQvayIbs","Post para Instagram (4:5)","Maple Bear | Comunicação",3,1,0
"10. Dia dos Pais","EAGt0s9Umd0","Post para Instagram (4:5)","Maple Bear | Comunicação",3,4,0
"02 - Outdoors - ELE - Editável","EAGsAmmqEPE",,"Maple Bear | Comunicação",3,8,1
"Feed - ELE","EAGs4c036QY","Post para Instagram (4:5)","Maple Bear | Comunicação",3,4,0
"Feed - MY","EAGs2zt0Mxc","Post para Instagram (4:5)","Maple Bear | Comunicação",3,3,0
"TFR 2025 - Email Marketing","EAGryfmLSLU",,"Maple Bear | Comunicação",3,0,0
"Varinha mágica","EAGryfP9eB4","Post para Instagram","Maple Bear | Comunicação",3,17,0
"Catalogo_High School_digital-pdf","EAGryfGcnv8","Chave de torneio","Maple Bear | Comunicação",3,3,1
"FGF - Voucher - 1080 x 1350","EAGryfD5eFg","1080 x 1350 px","Maple Bear | Comunicação",3,30,0
"Estáticas - Feed","EAGryeMxFAQ","Post para Instagram (4:5)","Maple Bear | Comunicação",3,2,0
"FGF - Flyer A5","EAGryeKo49E","Livreto (pequeno)","Maple Bear | Comunicação",3,0,0
"Capoeira","EAGryeDGAr0",,"Maple Bear | Comunicação",3,5,0
"Calendário Escolar 2025","EAGryeCOrMY","Panfleto (A4)","Maple Bear | Comunicação",3,4,3
"10x14cm_Cartão_Aniversário_Colaborador","EAGrydmXJdE",,"Maple Bear | Comunicação",3,23,0
"Convite Reunião de Pais","EAGrydhaG0c","Story","Maple Bear | Comunicação",3,8,0
"11 - NOVEMBRO FEED","EAGrydRxIkQ","1080 x 1350 px","Maple Bear | Comunicação",3,1,2
"Feed - Cantata de Natal","EAGryd-jTkE","1080 x 1350 px","Maple Bear | Comunicação",3,1,0
"Banner Maior - 120 x 180cm","EAGrybsBw_M",,"Maple Bear | Comunicação",3,9,0
"TFR 2025 - Camiseta - Frente","EAGryazJusk","Cartaz A3 frente e verso (retrato)","Maple Bear | Comunicação",3,0,0
"TFR 2025 - Feed história de Terry Fox","EAGryasDkgg","1080 x 1350 px","Maple Bear | Comunicação",3,8,0
"Desfralde.docx","EAGryaWAjxQ","Doc","Maple Bear | Comunicação",3,0,0
"10x14cm_Cartão_Aniversário_Alunos","EAGryaEu9Ko",,"Maple Bear | Comunicação",3,40,0
"Instagram - Post 01","EAGrya9EeTQ","1080 x 1350 px","Maple Bear | Comunicação",3,23,0
"Feed - Novidades","EAGryXtd2lE","Post para Instagram (4:5)","Maple Bear | Comunicação",3,4,2
"Pin 5x5cm","EAGryW8rKbU",,"Maple Bear | Comunicação",3,4,0
"Agenda Institucional - A5","EAGryUWt9mM","A5","Maple Bear | Comunicação",3,3,0
"TFR 2025 - Camiseta - Costas","EAGryULeHcY","Cartaz A3 frente e verso (retrato)","Maple Bear | Comunicação",3,0,0
"A3_Year_Book_2024","EAGryTiSzv4","Cartaz A3 frente e verso (horizontal)","Maple Bear | Comunicação",3,0,0
"01. Janeiro - Stories","EAGryTXd3LE","Story","Maple Bear | Comunicação",3,0,0
"Ficha Anamnese A4","EAGryRgcwwQ","Documento (A4)","Maple Bear | Comunicação",3,13,0
"Summer Camp 25 - Cartaz A4","EAGryRLUvGE","Panfleto (A4)","Maple Bear | Comunicação",3,0,0
"06. Junho - Feed","EAGryR0njEE","Post para Instagram","Maple Bear | Comunicação",3,5,0
"","EAG3rkdaeq0",,"Maple Bear | Comunicação",3,28,2
"11. Novembro - Reels Anos Iniciais","EAG3Y-AXLXc","Story","Maple Bear | Comunicação",3,4,0
"1296x432px_MB_Painel_LED_Hipíca","EAG3HJamM3M","Vídeo","Maple Bear | Comunicação",3,4,0
"MB_PainelLED_1296x432px_Hipíca_01","EAG2ENOirbA","Vídeo","Maple Bear | Comunicação",3,1,0
"Post 16.10","EAG1y_YcPW8","Post para Instagram (4:5)","Maple Bear | Comunicação",3,8,2
"Feed_Carrossel_Araxá","EAG1ZFB1ico","Post para Instagram (4:5)","Maple Bear | Comunicação",3,2,0
"Moldura Feed","EAG1TJe6x-M","Post para Instagram","Maple Bear | Comunicação",3,9,1
"Feed - Carrossel 2","EAG1TJTn4P4",,"Maple Bear | Comunicação",3,2,0
"Moldura Stories","EAG1TGcLPfE","Story","Maple Bear | Comunicação",3,3,2
"A5 - Carta Agradecimento Marketing","EAG0FtZsJ34","A5","Maple Bear | Comunicação",3,1,0
"FEED - Resultados Vestibulares da Rede","EAGzJRgAYec","Post para Instagram (4:5)","Maple Bear | Comunicação",2,14,2
"MB_school-profile_institutional.pdf","EAGzJGdPljo","A4","Maple Bear | Comunicação",2,15,0
"Guidebook Monty.pdf","EAGysgYgP5g","A4 (horizontal)","Maple Bear | Comunicação",2,0,0
"Moldura Feed","EAGysOjkdp4","Post para Instagram","Maple Bear | Comunicação",2,24,0
"Revista The Bear 17","EAGyHZvQLcY",,"Maple Bear | Comunicação",2,3,0
"Post 4 Bear Games","EAGxyaYyGvw","Post para Instagram (4:5)","Maple Bear | Comunicação",2,4,0
"capa 19.09","EAGx8oIC5C8","Story","Maple Bear | Comunicação",2,1,0
"Post 5 Bear Games","EAGx8kCqviY","Post para Instagram (4:5)","Maple Bear | Comunicação",2,12,2
"Capa 07.08","EAGuvT3okhg","Story","Maple Bear | Comunicação",2,0,0
"Capa 12.08","EAGuvSqnAIY","Story","Maple Bear | Comunicação",2,2,0
"Novidades SLM+ 2026","EAGuqHMyFDU","Post para Instagram (4:5)","Maple Bear | Comunicação",2,0,0
"08. Agosto - Feed","EAGuehJZCVM","Post para Instagram","Maple Bear | Comunicação",2,0,0
"Minuta_MB_Ficha cadastral do Aluno_29052025.pdf","EAGueeNB6IM","A4","Maple Bear | Comunicação",2,1,0
"Minuta_MB_Termo de autorização de uso da Imagem_30052025.pdf","EAGueX4HtSw","A4","Maple Bear | Comunicação",2,1,1
"Minuta_MB_Ficha Autorização de Saída Entrada de Aluno_14072025.pdf","EAGueWOJzG0","A4","Maple Bear | Comunicação",2,1,0
"Minuta_MB_Termo de Consentimento LGPD MapleBear_08072025.pdf","EAGueIRcUgM","A4","Maple Bear | Comunicação",2,2,0
"Feed - HS","EAGt6Pif5vg","Post para Instagram (4:5)","Maple Bear | Comunicação",2,1,0
"TFR 2025 - Camiseta - Costas","EAGsyzjFKME","Cartaz A3 frente e verso (retrato)","Maple Bear | Comunicação",2,0,0
"03 - Outdoors - MY - Editável","EAGsAq5ufCw",,"Maple Bear | Comunicação",2,4,0
"Pijama","EAGryeuYo_I","Post para Instagram","Maple Bear | Comunicação",2,3,0
"Webinar Gestão da Comunicação - parte 2.pptx","EAGryetXSZs","Apresentação","Maple Bear | Comunicação",2,0,2
"Beach Tennis","EAGryejf1Ug",,"Maple Bear | Comunicação",2,37,2
"TFR 2025 - Save The Date","EAGryeLqgOg",,"Maple Bear | Comunicação",2,8,0
"Stories - Cantata de Natal","EAGrye1oUCE","Story","Maple Bear | Comunicação",2,1,0
"Easter","EAGrydOaTPg",,"Maple Bear | Comunicação",2,29,0
"SLM+ Condição Especial - 1080 x 1080px","EAGrycJNjlM","Post para Instagram","Maple Bear | Comunicação",2,7,0
"Story - Matrículas","EAGryc4qzDc",,"Maple Bear | Comunicação",2,11,5
"High School Summit - Modelo Apresentação","EAGryc3Yejc","Apresentação","Maple Bear | Comunicação",2,1,1
"04 - Outdoors - HS","EAGrybGOcxo",,"Maple Bear | Comunicação",2,6,2
"Feed - Rematrículas","EAGrya_cAoU","Post para Instagram (4:5)","Maple Bear | Comunicação",2,0,0
"FGF - Stories - 1080 x 1920","EAGryaDDN1I","Story","Maple Bear | Comunicação",2,0,0
"Thumbnail_Confraternização","EAGryZ8jMOM",,"Maple Bear | Comunicação",2,2,0
"Do relacionamento ao resultado:  a força do consultor comercial e do CRM na expansão da sua escola","EAGryYoll4M",,"Maple Bear | Comunicação",2,0,0
"Peças - Feed - 1080x1080","EAGryYMr29I",,"Maple Bear | Comunicação",2,0,0
"Natação","EAGryYBi-6k",,"Maple Bear | Comunicação",2,3,0
"Stories - 1080x1920","EAGryXtQxjM","Story","Maple Bear | Comunicação",2,0,0
"Folders Campanha 2024 - Infantil","EAGryWYC3Q8",,"Maple Bear | Comunicação",2,2,0
"Calendário 2024 MB","EAGryW8bC1w","Calendário","Maple Bear | Comunicação",2,1,0
"Folders Campanha 2024 - Fundamental","EAGryVMFbkI",,"Maple Bear | Comunicação",2,1,0
"Flautista","EAGryV0EFxk",,"Maple Bear | Comunicação",2,3,0
"FEED - Volta às aulas","EAGryUBM9_s","1080 x 1350 px","Maple Bear | Comunicação",2,11,0
"Cowboy","EAGryTbNWOs",,"Maple Bear | Comunicação",2,2,0
"Carnaval","EAGryT7uQmg",,"Maple Bear | Comunicação",2,32,1
"Story - Atributos","EAGryS5SzyU",,"Maple Bear | Comunicação",2,1,0
"Cópia de Papel Timbrado - A4","EAGryS2VBPQ","Documento (A4)","Maple Bear | Comunicação",2,8,3
"Resultados Canguru de Matemática","EAGryRmJzaY","Post para Instagram (4:5)","Maple Bear | Comunicação",2,2,0
"TFR 2025 - KV","EAGryRbgFZk","Apresentação","Maple Bear | Comunicação",2,1,0
"12 - Condição Especial - Dezembro","EAGryR4KqgA","Post para Instagram","Maple Bear | Comunicação",2,0,0
"07. Julho - Feed","EAGryR3TggQ","Post para Instagram","Maple Bear | Comunicação",2,7,0
"CheckList Matricula.docx","EAGryR-EXpQ","Doc","Maple Bear | Comunicação",2,2,0
"Pasta L - Faca","EAGryQwZ7KE",,"Maple Bear | Comunicação",2,4,0
"Father's Day","EAGryQDmGcM",,"Maple Bear | Comunicação",2,1,0
"01 - Canada Day","EAGr2o10-1k","Post para Instagram (4:5)","Maple Bear | Comunicação",2,5,3
